image,x1,y1,x2,y2,score,cls,xc,yc,lon,lat
0000001_04527_d_0000008.jpg,942.53955,255.39009,987.20746,308.37488,0.6319996,4,964.87354,281.88248,121.00964873535156,24.997181175231933
0000001_04527_d_0000008.jpg,952.26587,196.66042,988.0753,236.53012,0.6316569,3,970.1706,216.59528,121.00970170593261,24.99783404724121
0000001_04527_d_0000008.jpg,871.4007,1007.8112,902.3006,1078.9159,0.5502921,9,886.85065,1043.3635,121.00886850646972,24.989566364746093
0000001_04527_d_0000008.jpg,1519.6931,568.73975,1549.2976,605.23926,0.54651695,9,1534.4954,586.9895,121.01534495361328,24.994130104980467
0000001_04527_d_0000008.jpg,847.4523,899.44165,872.85443,952.4825,0.49327704,1,860.1533,925.96204,121.00860153320312,24.990740379638673
0000001_04527_d_0000008.jpg,1144.0721,764.9187,1209.2368,810.61835,0.45838872,9,1176.6545,787.76855,121.01176654541015,24.992122314453123
0000001_04527_d_0000008.jpg,901.1483,258.87558,929.4535,281.18933,0.45723495,9,915.3009,270.03247,121.0091530090332,24.997299675292968
0000001_04527_d_0000008.jpg,65.29631,148.52663,103.47241,172.17975,0.4485796,3,84.38436,160.35318,121.00084384361267,24.998396468200685
0000001_04527_d_0000008.jpg,1168.5654,489.522,1194.1304,539.49255,0.44736838,9,1181.3479,514.50726,121.0118134790039,24.994854927368163
0000001_04527_d_0000008.jpg,877.2633,554.42065,900.7814,608.24884,0.4437261,9,889.02234,581.3347,121.00889022338868,24.99418665283203
0000001_04527_d_0000008.jpg,582.1001,819.1449,666.9697,873.9998,0.4335102,9,624.5349,846.5724,121.00624534912109,24.991534276123048
0000001_04527_d_0000008.jpg,583.6316,832.45654,666.5693,886.3792,0.42693302,9,625.10046,859.41785,121.00625100463867,24.991405821533203
0000001_04527_d_0000008.jpg,101.99427,146.46533,143.25784,180.99005,0.41131407,3,122.62605,163.72769,121.00122626052857,24.998362723083495
0000001_04527_d_0000008.jpg,841.5453,534.5143,862.1227,578.2218,0.4038001,0,851.834,556.36804,121.00851833984375,24.99443631958008
0000001_04527_d_0000008.jpg,888.79297,437.75613,905.0792,483.51236,0.39197356,0,896.9361,460.63425,121.00896936096191,24.99539365753174
0000001_04527_d_0000008.jpg,917.0668,24.200556,951.1071,54.775234,0.38269594,3,934.0869,39.487896,121.00934086914063,24.999605121040343
0000001_04527_d_0000008.jpg,1136.4639,265.61505,1178.6598,288.88885,0.37322527,9,1157.5618,277.25195,121.01157561767577,24.99722748046875
0000001_04527_d_0000008.jpg,580.46387,811.79156,661.0238,864.9135,0.36648875,9,620.74384,838.35254,121.0062074383545,24.991616474609376
0000001_04527_d_0000008.jpg,898.2364,629.4333,915.8867,674.6709,0.36623728,0,907.0615,652.0521,121.00907061523438,24.993479478759767
0000001_04527_d_0000008.jpg,781.9818,989.0407,818.6436,1055.4377,0.3582307,9,800.31274,1022.23926,121.00800312744141,24.989777607421875
0000001_04527_d_0000008.jpg,1141.3118,340.5194,1178.2296,368.78784,0.3543916,9,1159.7708,354.65363,121.01159770751953,24.996453463745116
0000001_04527_d_0000008.jpg,1144.1123,728.6233,1218.7894,784.6225,0.3460713,7,1181.4509,756.6229,121.01181450927734,24.992433770751955
0000001_04527_d_0000008.jpg,1145.1414,307.75195,1187.6648,330.6523,0.33401513,9,1166.4031,319.20215,121.01166403076172,24.996807978515626
0000001_04527_d_0000008.jpg,1182.2885,610.2213,1229.1824,643.19806,0.328626,9,1205.7354,626.7097,121.01205735351563,24.993732902832033
0000001_04527_d_0000008.jpg,783.9548,603.7463,825.2729,636.4652,0.3280777,9,804.61383,620.1057,121.00804613830566,24.993798942871095
0000001_04527_d_0000008.jpg,1769.1443,837.6883,1813.0797,887.4581,0.31773445,9,1791.112,862.57324,121.01791112060548,24.991374267578124
0000001_04527_d_0000008.jpg,786.0408,635.237,830.0587,672.3037,0.31756574,9,808.04974,653.7704,121.00808049743652,24.993462296142578
0000001_04527_d_0000008.jpg,1115.1398,431.44852,1158.1403,463.50793,0.3142967,9,1136.64,447.4782,121.01136640014649,24.99552521789551
0000001_04527_d_0000008.jpg,1125.673,399.21658,1168.7605,426.06863,0.29725054,9,1147.2168,412.6426,121.01147216796875,24.995873573913574
0000001_04527_d_0000008.jpg,848.4305,904.1661,875.2436,973.63934,0.29535654,9,861.83704,938.9027,121.00861837036133,24.99061097290039
0000001_04527_d_0000008.jpg,893.16565,332.30896,925.816,377.55212,0.28309107,6,909.49084,354.93054,121.00909490844727,24.996450694580076
0000001_04527_d_0000008.jpg,1749.8728,779.1683,1773.8605,815.87555,0.2781302,0,1761.8667,797.5219,121.01761866699219,24.99202478088379
0000001_04527_d_0000008.jpg,1135.0322,376.2529,1176.8403,402.98746,0.27657107,9,1155.9363,389.62018,121.01155936279297,24.996103798217774
0000001_04527_d_0000008.jpg,1031.107,647.26044,1093.1221,687.154,0.2758837,9,1062.1145,667.2072,121.01062114501953,24.993327927856445
0000001_04527_d_0000008.jpg,1186.1049,602.2114,1233.1394,635.904,0.2736667,9,1209.6221,619.05774,121.01209622070313,24.993809422607423
0000001_04527_d_0000008.jpg,936.1045,457.99103,956.3908,498.59195,0.2708931,0,946.2477,478.2915,121.00946247680665,24.995217084960938
0000001_04527_d_0000008.jpg,699.29736,649.6096,724.48846,709.41626,0.26772475,0,711.89294,679.51294,121.00711892944337,24.993204870605467
0000001_04527_d_0000008.jpg,1264.3143,1040.2656,1339.7789,1078.5994,0.26612848,9,1302.0466,1059.4325,121.01302046630859,24.98940567504883
0000001_04527_d_0000008.jpg,781.22144,563.2155,826.3834,594.6527,0.26129687,9,803.8024,578.9341,121.00803802429199,24.994210659179686
0000001_04527_d_0000008.jpg,1025.2913,1039.1252,1061.3792,1080.0,0.25518936,0,1043.3352,1059.5626,121.01043335205078,24.989404373779298
0000001_04527_d_0000008.jpg,1651.6671,598.22815,1699.2388,629.1333,0.25498262,2,1675.4529,613.6807,121.01675452880859,24.993863192749025
0000001_04527_d_0000008.jpg,872.5273,1005.95935,901.60864,1068.5197,0.2517817,1,887.068,1037.2395,121.00887067993165,24.98962760498047
0000001_05249_d_0000009.jpg,840.54846,550.9838,923.6098,633.1897,0.9020192,3,882.0791,592.0868,121.00882079101562,24.994079132080078
0000001_05249_d_0000009.jpg,737.5486,501.93607,813.5719,574.2817,0.86794037,3,775.56024,538.1089,121.00775560241699,24.99461891113281
0000001_05249_d_0000009.jpg,1063.9374,212.7747,1110.101,253.24785,0.86325216,3,1087.0192,233.01128,121.0108701916504,24.99766988723755
0000001_05249_d_0000009.jpg,767.846,404.89206,836.4581,471.98074,0.86324906,3,802.1521,438.4364,121.0080215209961,24.99561563598633
0000001_05249_d_0000009.jpg,898.8084,191.16025,954.01044,239.09961,0.8468366,3,926.4094,215.12993,121.00926409423828,24.997848700714112
0000001_05249_d_0000009.jpg,784.0667,261.3635,843.2129,315.85043,0.83696526,3,813.6398,288.60696,121.00813639770507,24.997113930358886
0000001_05249_d_0000009.jpg,837.25684,114.21163,890.7034,146.9194,0.834196,3,863.9801,130.56552,121.0086398010254,24.998694344787598
0000001_05249_d_0000009.jpg,1008.9658,208.10004,1059.9512,248.27872,0.82612234,3,1034.4585,228.18938,121.01034458496093,24.99771810623169
0000001_05249_d_0000009.jpg,702.11743,963.1902,866.568,1077.2775,0.82531095,3,784.3427,1020.2338,121.00784342712403,24.989797661743165
0000001_05249_d_0000009.jpg,944.0721,204.79865,998.0516,248.541,0.823714,3,971.0618,226.66983,121.00971061828614,24.997733301696776
0000001_05249_d_0000009.jpg,654.8539,283.5879,706.0373,335.32077,0.8134757,3,680.44556,309.45435,121.00680445556641,24.99690545654297
0000001_05249_d_0000009.jpg,600.0463,140.87286,661.03436,182.66664,0.8096507,3,630.54034,161.76974,121.00630540344238,24.99838230255127
0000001_05249_d_0000009.jpg,682.8865,150.37946,745.6714,193.83446,0.8046354,3,714.27893,172.10696,121.00714278930664,24.998278930358886
0000001_05249_d_0000009.jpg,864.9121,273.11417,921.7431,325.5163,0.7998341,3,893.32764,299.31525,121.00893327636719,24.99700684753418
0000001_05249_d_0000009.jpg,1144.6841,228.38991,1190.715,271.74194,0.79022044,3,1167.6995,250.06592,121.0116769946289,24.997499340820312
0000001_05249_d_0000009.jpg,604.7679,225.0741,657.46356,268.53973,0.7743835,3,631.1157,246.80692,121.00631115722656,24.997531930847167
0000001_05249_d_0000009.jpg,757.86743,162.3226,813.87396,201.81868,0.77144897,3,785.8707,182.07065,121.00785870727539,24.998179293518067
0000001_05249_d_0000009.jpg,801.71497,172.34268,855.79565,216.89891,0.7700851,3,828.7553,194.62079,121.00828755310059,24.99805379211426
0000001_05249_d_0000009.jpg,1023.91455,146.33446,1068.5109,182.91116,0.7689822,3,1046.2126,164.6228,121.01046212646484,24.998353771972656
0000001_05249_d_0000009.jpg,606.16846,269.67514,662.47797,314.8463,0.76659274,3,634.32324,292.26074,121.00634323242187,24.997077392578124
0000001_05249_d_0000009.jpg,1106.2681,221.01633,1147.5336,264.29843,0.76438993,3,1126.9009,242.65738,121.01126900878906,24.997573426208497
0000001_05249_d_0000009.jpg,692.9927,233.26088,750.0164,285.7161,0.76405245,3,721.5045,259.4885,121.00721504516602,24.99740511505127
0000001_05249_d_0000009.jpg,509.94254,204.37585,577.9133,255.76495,0.7623596,3,543.9279,230.0704,121.00543927917481,24.99769929595947
0000001_05249_d_0000009.jpg,732.8157,244.22025,797.329,298.27795,0.75551975,3,765.0723,271.24908,121.00765072326661,24.997287509155274
0000001_05249_d_0000009.jpg,848.32446,184.5709,898.1057,230.74014,0.75356144,3,873.2151,207.65552,121.00873215087891,24.99792344482422
0000001_05249_d_0000009.jpg,792.6497,508.44437,879.368,595.371,0.7439879,4,836.00885,551.90765,121.00836008850098,24.994480923461914
0000001_05249_d_0000009.jpg,407.27264,225.46521,482.7877,281.78775,0.736256,3,445.03015,253.62648,121.00445030151367,24.997463735198973
0000001_05249_d_0000009.jpg,1126.6805,152.3255,1174.4152,192.03456,0.7221475,3,1150.5479,172.18002,121.01150547851563,24.998278199768066
0000001_05249_d_0000009.jpg,896.0715,87.038086,941.19025,123.81457,0.71451616,3,918.63086,105.42633,121.00918630859375,24.998945736694335
0000001_05249_d_0000009.jpg,1106.2521,118.35112,1147.1605,158.79012,0.7128323,3,1126.7063,138.57062,121.01126706298828,24.99861429382324
0000001_05249_d_0000009.jpg,743.56805,97.96296,791.2619,139.30899,0.7080807,3,767.415,118.63597,121.00767414978027,24.998813640289306
0000001_05249_d_0000009.jpg,981.20624,140.74644,1032.5735,178.22154,0.7010929,3,1006.8899,159.484,121.01006889892578,24.998405160064696
0000001_05249_d_0000009.jpg,699.21387,290.7394,764.35754,350.198,0.69835436,3,731.7857,320.4687,121.00731785705567,24.99679531311035
0000001_05249_d_0000009.jpg,664.96924,91.24241,715.7263,128.2872,0.69285995,3,690.3478,109.7648,121.0069034777832,24.998902351989745
0000001_05249_d_0000009.jpg,670.60925,492.33978,744.75433,573.562,0.6824735,3,707.68176,532.9509,121.00707681762695,24.994670490722655
0000001_05249_d_0000009.jpg,895.6581,123.67158,939.98016,161.23824,0.6718176,3,917.8191,142.45491,121.00917819091796,24.998575450897217
0000001_05249_d_0000009.jpg,464.60876,334.51874,540.1053,398.57846,0.6706047,3,502.35703,366.54858,121.00502357025147,24.996334514160157
0000001_05249_d_0000009.jpg,1113.2866,57.19356,1151.5693,96.13094,0.6611095,3,1132.428,76.662254,121.01132427978516,24.999233377456665
0000001_05249_d_0000009.jpg,712.08124,94.595695,751.49286,132.56859,0.65888023,3,731.78705,113.58214,121.0073178704834,24.998864178619385
0000001_05249_d_0000009.jpg,1148.3588,67.745605,1189.6592,101.11484,0.6548671,3,1169.009,84.43022,121.01169009033202,24.999155697784424
0000001_05249_d_0000009.jpg,1192.0493,130.83165,1229.9406,167.60297,0.6521101,4,1210.9949,149.21732,121.01210994873047,24.998507826843262
0000001_05249_d_0000009.jpg,501.46878,124.375496,559.74963,166.07462,0.64689493,3,530.6092,145.22505,121.00530609191894,24.9985477494812
0000001_05249_d_0000009.jpg,446.09372,247.42885,525.32446,294.31082,0.61725104,3,485.7091,270.86984,121.00485709106445,24.997291301574705
0000001_05249_d_0000009.jpg,1497.1617,708.2856,1519.9076,756.52747,0.61636704,9,1508.5347,732.4065,121.01508534667968,24.992675935058593
