image,x1,y1,x2,y2,score,cls
0000001_02999_d_0000005.jpg,445.14297,560.33093,500.7578,595.5748,0.37043932,9
0000001_02999_d_0000005.jpg,621.9785,279.57477,719.78265,321.69556,0.35509104,5
0000001_02999_d_0000005.jpg,607.12164,648.769,665.6738,682.75146,0.34729087,9
0000001_02999_d_0000005.jpg,690.818,422.4142,730.91724,457.522,0.34424126,9
0000001_02999_d_0000005.jpg,851.0425,75.8945,871.4825,105.226585,0.33390653,7
0000001_02999_d_0000005.jpg,618.10284,217.97209,630.44385,246.57463,0.3324507,0
0000001_02999_d_0000005.jpg,371.18643,755.7084,420.57132,793.3909,0.3268633,9
0000001_02999_d_0000005.jpg,657.3466,473.71555,704.31683,498.6671,0.31481776,9
0000001_02999_d_0000005.jpg,802.64435,19.385303,829.1053,54.106724,0.31013525,3
0000001_02999_d_0000005.jpg,937.2193,246.90294,950.0778,271.51587,0.30444735,1
0000001_02999_d_0000005.jpg,867.01587,258.73993,880.62866,288.53845,0.2980111,9
0000001_02999_d_0000005.jpg,867.1263,413.22864,881.79584,446.64874,0.2913395,9
0000001_02999_d_0000005.jpg,847.5116,248.11298,858.812,280.14456,0.28216857,0
0000001_02999_d_0000005.jpg,688.9537,433.03552,729.02155,463.37454,0.27273503,9
0000001_02999_d_0000005.jpg,784.607,184.10211,808.1391,221.65144,0.27191693,6
0000001_02999_d_0000005.jpg,547.19604,447.34418,572.5492,470.11942,0.26855665,9
0000001_02999_d_0000005.jpg,732.4118,504.25916,772.5916,534.4609,0.26794377,9
0000001_02999_d_0000005.jpg,662.4107,591.086,703.613,620.8625,0.263396,9
0000001_02999_d_0000005.jpg,592.6732,553.36426,635.2364,579.4114,0.2580509,9
0000001_02999_d_0000005.jpg,551.84534,284.27972,587.313,315.79846,0.25506052,9
0000001_02999_d_0000005.jpg,602.2316,528.57733,652.97076,554.88055,0.25061354,9
0000001_02999_d_0000005.jpg,632.3396,180.31857,650.2652,204.74594,0.25034374,9
0000001_03499_d_0000006.jpg,1040.3564,159.76683,1121.4598,193.6099,0.8665808,3
0000001_03499_d_0000006.jpg,845.2329,647.0524,902.6344,748.7095,0.8653901,3
0000001_03499_d_0000006.jpg,242.91827,937.0577,356.40683,1077.1428,0.8645778,3
0000001_03499_d_0000006.jpg,947.5479,353.2533,991.4654,419.9289,0.8386374,3
0000001_03499_d_0000006.jpg,817.30475,901.4629,897.3447,1074.4681,0.8353292,3
0000001_03499_d_0000006.jpg,1051.4895,572.87244,1111.3951,656.16534,0.804963,3
0000001_03499_d_0000006.jpg,1012.89484,304.20288,1054.9083,356.6692,0.7797142,3
0000001_03499_d_0000006.jpg,913.0158,236.22878,950.85126,289.4004,0.75637054,3
0000001_03499_d_0000006.jpg,937.0651,468.7714,971.837,526.94,0.7044412,7
0000001_03499_d_0000006.jpg,666.70264,845.4451,754.7358,1018.4996,0.68590236,4
0000001_03499_d_0000006.jpg,827.3615,770.5606,892.04065,881.69244,0.67735934,3
0000001_03499_d_0000006.jpg,878.8714,585.8011,905.6619,636.6232,0.6397974,9
0000001_03499_d_0000006.jpg,1050.3539,991.92505,1136.7014,1080.0,0.63592684,3
0000001_03499_d_0000006.jpg,734.74835,473.68558,819.5792,545.25104,0.61058336,3
0000001_03499_d_0000006.jpg,1093.7552,364.7264,1109.0614,400.77768,0.5706907,0
0000001_03499_d_0000006.jpg,1150.9705,151.84695,1217.6732,184.6853,0.5695392,3
0000001_03499_d_0000006.jpg,940.23694,844.4778,961.6852,908.4604,0.5448901,9
0000001_03499_d_0000006.jpg,1020.1607,362.61636,1037.6644,392.9467,0.53658205,9
0000001_03499_d_0000006.jpg,1184.926,114.99729,1255.5813,142.43942,0.5205504,3
0000001_03499_d_0000006.jpg,941.11163,841.7407,963.2709,890.56305,0.43305358,1
0000001_03499_d_0000006.jpg,1251.1482,167.53276,1305.3081,197.33315,0.37130713,3
0000001_03499_d_0000006.jpg,1022.7941,66.01535,1073.628,99.37196,0.368876,3
0000001_03499_d_0000006.jpg,738.20215,418.63104,808.43164,485.8799,0.3599125,3
0000001_03499_d_0000006.jpg,160.18896,320.22314,188.55812,352.9612,0.35674402,9
0000001_03499_d_0000006.jpg,936.28424,467.68823,971.66986,526.83057,0.3473905,6
0000001_03499_d_0000006.jpg,124.765434,926.7226,237.1023,1066.1099,0.33741865,4
0000001_03499_d_0000006.jpg,1064.2493,369.22235,1080.4232,402.76266,0.29805443,0
0000001_03499_d_0000006.jpg,126.235435,929.5769,235.54451,1072.3469,0.27935076,7
0000001_03499_d_0000006.jpg,632.0454,398.17947,680.49713,458.29654,0.27810514,6
0000001_03499_d_0000006.jpg,1110.5397,315.80743,1131.6259,348.86734,0.27237272,9
0000001_03999_d_0000007.jpg,946.68286,766.4845,1017.264,886.0008,0.90572053,3
0000001_03999_d_0000007.jpg,979.146,950.2012,1060.6953,1078.275,0.88552606,3
0000001_03999_d_0000007.jpg,1401.3616,983.3637,1472.2828,1035.051,0.8594444,9
0000001_03999_d_0000007.jpg,1317.7837,859.031,1344.2687,909.26373,0.77908885,0
0000001_03999_d_0000007.jpg,892.884,94.88656,924.7941,134.20453,0.77551466,3
0000001_03999_d_0000007.jpg,921.2369,557.398,942.6904,601.2229,0.6301777,9
0000001_03999_d_0000007.jpg,1015.23004,850.536,1035.6881,900.7898,0.6293816,0
0000001_03999_d_0000007.jpg,836.9163,473.50842,885.89014,500.52115,0.59694976,9
0000001_03999_d_0000007.jpg,997.6049,691.729,1016.41364,743.5165,0.5846195,0
0000001_03999_d_0000007.jpg,1340.8604,861.30255,1364.7537,910.7381,0.571215,0
0000001_03999_d_0000007.jpg,1400.968,932.1444,1456.4703,972.2158,0.56526995,9
0000001_03999_d_0000007.jpg,809.9257,1020.0217,833.2092,1076.0118,0.4971421,9
0000001_03999_d_0000007.jpg,1221.6082,921.06683,1293.3684,1023.36975,0.4744224,6
0000001_03999_d_0000007.jpg,1363.1306,479.9732,1387.7919,518.12964,0.46984643,9
0000001_03999_d_0000007.jpg,1363.3389,568.0557,1403.6649,604.1495,0.43620852,9
0000001_03999_d_0000007.jpg,995.34454,468.41702,1011.3555,507.71957,0.43425554,1
0000001_03999_d_0000007.jpg,953.39185,370.67145,991.0641,406.78305,0.42657068,6
0000001_03999_d_0000007.jpg,1105.3506,533.0473,1126.1914,574.9658,0.4081802,9
0000001_03999_d_0000007.jpg,1000.3111,581.6711,1025.4551,621.7924,0.37058276,9
0000001_03999_d_0000007.jpg,1223.0287,921.4972,1289.3655,1022.71265,0.3590498,7
0000001_03999_d_0000007.jpg,964.00037,430.57062,981.87994,464.6196,0.3529633,1
0000001_03999_d_0000007.jpg,780.14813,823.6934,799.78937,874.2106,0.33538008,9
0000001_03999_d_0000007.jpg,996.40265,469.67627,1012.4064,510.61984,0.3179718,0
0000001_03999_d_0000007.jpg,964.46344,433.04153,982.3414,470.24753,0.3015695,9
0000001_03999_d_0000007.jpg,780.6585,824.2354,799.6622,875.3029,0.2892317,0
0000001_03999_d_0000007.jpg,1063.1802,530.25574,1080.0515,570.6599,0.28873515,0
0000001_03999_d_0000007.jpg,780.8451,627.0432,814.19507,670.344,0.27980006,9
0000001_03999_d_0000007.jpg,1002.24347,580.70044,1024.5698,619.2967,0.27684668,1
0000001_03999_d_0000007.jpg,681.14624,293.06113,719.25824,316.62555,0.26343226,9
0000001_04527_d_0000008.jpg,970.346,117.535545,1030.2446,156.121,0.75528973,3
0000001_04527_d_0000008.jpg,850.063,583.2178,870.5979,629.926,0.74947864,0
0000001_04527_d_0000008.jpg,844.5404,635.2619,871.0245,690.4774,0.6605777,0
0000001_04527_d_0000008.jpg,942.53955,255.39009,987.20746,308.37488,0.6319996,4
0000001_04527_d_0000008.jpg,952.26587,196.66042,988.0753,236.53012,0.6316569,3
0000001_04527_d_0000008.jpg,871.4007,1007.8112,902.3006,1078.9159,0.5502921,9
0000001_04527_d_0000008.jpg,1519.6931,568.73975,1549.2976,605.23926,0.54651695,9
0000001_04527_d_0000008.jpg,847.4523,899.44165,872.85443,952.4825,0.49327704,1
0000001_04527_d_0000008.jpg,1144.0721,764.9187,1209.2368,810.61835,0.45838872,9
0000001_04527_d_0000008.jpg,901.1483,258.87558,929.4535,281.18933,0.45723495,9
0000001_04527_d_0000008.jpg,65.29631,148.52663,103.47241,172.17975,0.4485796,3
0000001_04527_d_0000008.jpg,1168.5654,489.522,1194.1304,539.49255,0.44736838,9
0000001_04527_d_0000008.jpg,877.2633,554.42065,900.7814,608.24884,0.4437261,9
0000001_04527_d_0000008.jpg,582.1001,819.1449,666.9697,873.9998,0.4335102,9
0000001_04527_d_0000008.jpg,583.6316,832.45654,666.5693,886.3792,0.42693302,9
0000001_04527_d_0000008.jpg,101.99427,146.46533,143.25784,180.99005,0.41131407,3
0000001_04527_d_0000008.jpg,841.5453,534.5143,862.1227,578.2218,0.4038001,0
0000001_04527_d_0000008.jpg,888.79297,437.75613,905.0792,483.51236,0.39197356,0
0000001_04527_d_0000008.jpg,917.0668,24.200556,951.1071,54.775234,0.38269594,3
0000001_04527_d_0000008.jpg,1136.4639,265.61505,1178.6598,288.88885,0.37322527,9
0000001_04527_d_0000008.jpg,580.46387,811.79156,661.0238,864.9135,0.36648875,9
0000001_04527_d_0000008.jpg,898.2364,629.4333,915.8867,674.6709,0.36623728,0
0000001_04527_d_0000008.jpg,781.9818,989.0407,818.6436,1055.4377,0.3582307,9
0000001_04527_d_0000008.jpg,1141.3118,340.5194,1178.2296,368.78784,0.3543916,9
0000001_04527_d_0000008.jpg,1144.1123,728.6233,1218.7894,784.6225,0.3460713,7
0000001_04527_d_0000008.jpg,1145.1414,307.75195,1187.6648,330.6523,0.33401513,9
0000001_04527_d_0000008.jpg,1182.2885,610.2213,1229.1824,643.19806,0.328626,9
0000001_04527_d_0000008.jpg,783.9548,603.7463,825.2729,636.4652,0.3280777,9
0000001_04527_d_0000008.jpg,1769.1443,837.6883,1813.0797,887.4581,0.31773445,9
0000001_04527_d_0000008.jpg,786.0408,635.237,830.0587,672.3037,0.31756574,9
0000001_04527_d_0000008.jpg,1115.1398,431.44852,1158.1403,463.50793,0.3142967,9
0000001_04527_d_0000008.jpg,1125.673,399.21658,1168.7605,426.06863,0.29725054,9
0000001_04527_d_0000008.jpg,848.4305,904.1661,875.2436,973.63934,0.29535654,9
0000001_04527_d_0000008.jpg,893.16565,332.30896,925.816,377.55212,0.28309107,6
0000001_04527_d_0000008.jpg,1749.8728,779.1683,1773.8605,815.87555,0.2781302,0
0000001_04527_d_0000008.jpg,1135.0322,376.2529,1176.8403,402.98746,0.27657107,9
0000001_04527_d_0000008.jpg,1031.107,647.26044,1093.1221,687.154,0.2758837,9
0000001_04527_d_0000008.jpg,1186.1049,602.2114,1233.1394,635.904,0.2736667,9
0000001_04527_d_0000008.jpg,936.1045,457.99103,956.3908,498.59195,0.2708931,0
0000001_04527_d_0000008.jpg,699.29736,649.6096,724.48846,709.41626,0.26772475,0
0000001_04527_d_0000008.jpg,1264.3143,1040.2656,1339.7789,1078.5994,0.26612848,9
0000001_04527_d_0000008.jpg,781.22144,563.2155,826.3834,594.6527,0.26129687,9
0000001_04527_d_0000008.jpg,1025.2913,1039.1252,1061.3792,1080.0,0.25518936,0
0000001_04527_d_0000008.jpg,1651.6671,598.22815,1699.2388,629.1333,0.25498262,2
0000001_04527_d_0000008.jpg,872.5273,1005.95935,901.60864,1068.5197,0.2517817,1
0000001_05249_d_0000009.jpg,840.54846,550.9838,923.6098,633.1897,0.9020192,3
0000001_05249_d_0000009.jpg,737.5486,501.93607,813.5719,574.2817,0.86794037,3
0000001_05249_d_0000009.jpg,1063.9374,212.7747,1110.101,253.24785,0.86325216,3
0000001_05249_d_0000009.jpg,767.846,404.89206,836.4581,471.98074,0.86324906,3
0000001_05249_d_0000009.jpg,898.8084,191.16025,954.01044,239.09961,0.8468366,3
0000001_05249_d_0000009.jpg,784.0667,261.3635,843.2129,315.85043,0.83696526,3
0000001_05249_d_0000009.jpg,837.25684,114.21163,890.7034,146.9194,0.834196,3
0000001_05249_d_0000009.jpg,1008.9658,208.10004,1059.9512,248.27872,0.82612234,3
0000001_05249_d_0000009.jpg,702.11743,963.1902,866.568,1077.2775,0.82531095,3
0000001_05249_d_0000009.jpg,944.0721,204.79865,998.0516,248.541,0.823714,3
0000001_05249_d_0000009.jpg,654.8539,283.5879,706.0373,335.32077,0.8134757,3
0000001_05249_d_0000009.jpg,600.0463,140.87286,661.03436,182.66664,0.8096507,3
0000001_05249_d_0000009.jpg,682.8865,150.37946,745.6714,193.83446,0.8046354,3
0000001_05249_d_0000009.jpg,864.9121,273.11417,921.7431,325.5163,0.7998341,3
0000001_05249_d_0000009.jpg,1144.6841,228.38991,1190.715,271.74194,0.79022044,3
0000001_05249_d_0000009.jpg,604.7679,225.0741,657.46356,268.53973,0.7743835,3
0000001_05249_d_0000009.jpg,757.86743,162.3226,813.87396,201.81868,0.77144897,3
0000001_05249_d_0000009.jpg,801.71497,172.34268,855.79565,216.89891,0.7700851,3
0000001_05249_d_0000009.jpg,1023.91455,146.33446,1068.5109,182.91116,0.7689822,3
0000001_05249_d_0000009.jpg,606.16846,269.67514,662.47797,314.8463,0.76659274,3
0000001_05249_d_0000009.jpg,1106.2681,221.01633,1147.5336,264.29843,0.76438993,3
0000001_05249_d_0000009.jpg,692.9927,233.26088,750.0164,285.7161,0.76405245,3
0000001_05249_d_0000009.jpg,509.94254,204.37585,577.9133,255.76495,0.7623596,3
0000001_05249_d_0000009.jpg,732.8157,244.22025,797.329,298.27795,0.75551975,3
0000001_05249_d_0000009.jpg,848.32446,184.5709,898.1057,230.74014,0.75356144,3
0000001_05249_d_0000009.jpg,792.6497,508.44437,879.368,595.371,0.7439879,4
0000001_05249_d_0000009.jpg,407.27264,225.46521,482.7877,281.78775,0.736256,3
0000001_05249_d_0000009.jpg,1126.6805,152.3255,1174.4152,192.03456,0.7221475,3
0000001_05249_d_0000009.jpg,896.0715,87.038086,941.19025,123.81457,0.71451616,3
0000001_05249_d_0000009.jpg,1106.2521,118.35112,1147.1605,158.79012,0.7128323,3
0000001_05249_d_0000009.jpg,743.56805,97.96296,791.2619,139.30899,0.7080807,3
0000001_05249_d_0000009.jpg,981.20624,140.74644,1032.5735,178.22154,0.7010929,3
0000001_05249_d_0000009.jpg,699.21387,290.7394,764.35754,350.198,0.69835436,3
0000001_05249_d_0000009.jpg,664.96924,91.24241,715.7263,128.2872,0.69285995,3
0000001_05249_d_0000009.jpg,670.60925,492.33978,744.75433,573.562,0.6824735,3
0000001_05249_d_0000009.jpg,895.6581,123.67158,939.98016,161.23824,0.6718176,3
0000001_05249_d_0000009.jpg,464.60876,334.51874,540.1053,398.57846,0.6706047,3
0000001_05249_d_0000009.jpg,1113.2866,57.19356,1151.5693,96.13094,0.6611095,3
0000001_05249_d_0000009.jpg,712.08124,94.595695,751.49286,132.56859,0.65888023,3
0000001_05249_d_0000009.jpg,1148.3588,67.745605,1189.6592,101.11484,0.6548671,3
0000001_05249_d_0000009.jpg,1192.0493,130.83165,1229.9406,167.60297,0.6521101,4
0000001_05249_d_0000009.jpg,501.46878,124.375496,559.74963,166.07462,0.64689493,3
0000001_05249_d_0000009.jpg,446.09372,247.42885,525.32446,294.31082,0.61725104,3
0000001_05249_d_0000009.jpg,1497.1617,708.2856,1519.9076,756.52747,0.61636704,9
0000001_05249_d_0000009.jpg,539.10223,266.30875,602.7711,316.9823,0.6158365,3
0000001_05249_d_0000009.jpg,994.3997,41.948566,1038.4464,77.149864,0.6116677,3
0000001_05249_d_0000009.jpg,1071.4596,50.71001,1119.7668,86.966156,0.6082403,3
0000001_05249_d_0000009.jpg,496.88272,259.57812,562.60394,302.3517,0.6057312,3
0000001_05249_d_0000009.jpg,648.104,221.46017,707.0048,275.50888,0.6014368,3
0000001_05249_d_0000009.jpg,891.8539,31.235409,927.14166,60.168385,0.5922256,3
0000001_05249_d_0000009.jpg,1147.9003,125.354225,1192.3274,163.40552,0.58623815,3
0000001_05249_d_0000009.jpg,838.6118,665.3099,870.1319,704.1108,0.5835955,9
0000001_05249_d_0000009.jpg,910.88074,268.82623,973.54205,329.7351,0.5805097,3
0000001_05249_d_0000009.jpg,488.35995,804.3198,596.7568,875.208,0.5792979,3
0000001_05249_d_0000009.jpg,862.52185,79.91684,901.41626,111.80981,0.57579184,3
0000001_05249_d_0000009.jpg,920.4142,36.35193,973.2871,66.81125,0.570784,3
0000001_05249_d_0000009.jpg,925.5299,127.99774,976.7493,172.061,0.5651028,3
0000001_05249_d_0000009.jpg,751.886,2.500296,788.87244,36.985493,0.5156049,3
0000001_05249_d_0000009.jpg,771.66406,72.6795,807.98615,103.450645,0.51417184,3
0000001_05249_d_0000009.jpg,528.1022,351.5207,608.2046,423.4914,0.51115996,4
0000001_05249_d_0000009.jpg,949.8638,38.89954,999.8231,72.25226,0.4907435,3
0000001_05249_d_0000009.jpg,1253.9675,983.2127,1286.7495,1040.3876,0.4891887,9
0000001_05249_d_0000009.jpg,1042.7985,48.244576,1076.4985,77.63797,0.48725593,3
0000001_05249_d_0000009.jpg,841.8475,657.07983,865.5753,694.68677,0.48597112,1
0000001_05249_d_0000009.jpg,544.89386,738.0417,583.484,777.83813,0.48186308,9
0000001_05249_d_0000009.jpg,1002.23193,816.99725,1092.9497,880.126,0.47373974,7
0000001_05249_d_0000009.jpg,786.2788,16.247105,829.47906,43.345688,0.45542684,3
0000001_05249_d_0000009.jpg,788.0196,100.68172,829.0739,143.96228,0.45501864,3
0000001_05249_d_0000009.jpg,861.69965,27.73662,922.18243,56.413387,0.44749564,3
0000001_05249_d_0000009.jpg,1065.812,102.29735,1107.191,146.46495,0.44439566,3
0000001_05249_d_0000009.jpg,1817.3475,1053.1624,1842.5533,1079.6587,0.4409067,0
0000001_05249_d_0000009.jpg,1152.0011,41.765884,1211.9938,73.878845,0.426584,3
0000001_05249_d_0000009.jpg,966.4045,110.05706,1007.1104,142.0907,0.42452875,3
0000001_05249_d_0000009.jpg,568.70746,220.57808,624.76483,264.72137,0.42354274,3
0000001_05249_d_0000009.jpg,859.9238,28.377201,900.5042,54.04108,0.42289257,3
0000001_05249_d_0000009.jpg,1188.6392,74.307076,1230.0907,108.46291,0.42006233,3
0000001_05249_d_0000009.jpg,554.291,233.06924,603.7551,270.85767,0.4005245,3
0000001_05249_d_0000009.jpg,334.63354,214.3939,388.6999,250.34625,0.39864117,3
0000001_05249_d_0000009.jpg,833.0104,15.616746,889.13586,43.10417,0.39740866,3
0000001_05249_d_0000009.jpg,1003.10614,143.67972,1040.1605,179.30171,0.3885276,3
0000001_05249_d_0000009.jpg,908.82794,124.32287,962.4696,165.63586,0.38423297,3
0000001_05249_d_0000009.jpg,905.6574,118.37904,951.4064,160.2794,0.3809836,3
0000001_05249_d_0000009.jpg,53.735485,340.33316,161.6854,391.35303,0.38052535,3
0000001_05249_d_0000009.jpg,1016.13873,115.19171,1060.4878,147.05635,0.37528872,3
0000001_05249_d_0000009.jpg,855.35223,22.367048,897.0224,50.386616,0.36496234,3
0000001_05249_d_0000009.jpg,805.41187,0.0,843.3917,21.830696,0.35857874,3
0000001_05249_d_0000009.jpg,913.23535,127.160965,972.2205,169.03038,0.3554482,3
0000001_05249_d_0000009.jpg,1380.6526,846.2735,1399.6133,869.4468,0.35259116,0
0000001_05249_d_0000009.jpg,1077.5388,268.47757,1092.913,307.37183,0.35251626,0
0000001_05249_d_0000009.jpg,826.7895,31.160551,862.7845,54.433258,0.35138434,3
0000001_05249_d_0000009.jpg,670.2841,416.99292,748.0286,460.74808,0.3487905,3
0000001_05249_d_0000009.jpg,335.38995,206.9736,399.31375,251.09286,0.34745365,3
0000001_05249_d_0000009.jpg,1160.1357,289.41217,1175.301,325.0094,0.34438533,0
0000001_05249_d_0000009.jpg,1010.87335,262.75397,1094.0454,311.4002,0.3405595,3
0000001_05249_d_0000009.jpg,836.80206,13.278489,882.92004,36.052105,0.33521172,3
0000001_05249_d_0000009.jpg,1245.9767,53.013184,1289.1046,85.84317,0.33319697,3
0000001_05249_d_0000009.jpg,808.524,0.0,857.9695,23.326118,0.3300607,3
0000001_05249_d_0000009.jpg,360.17078,219.70529,438.49838,273.05832,0.32547113,3
0000001_05249_d_0000009.jpg,442.96387,244.35913,506.616,291.50775,0.31500497,3
0000001_05249_d_0000009.jpg,553.309,217.61713,621.34326,263.90158,0.29756978,3
0000001_05249_d_0000009.jpg,1357.839,821.3912,1375.488,861.51385,0.29700696,0
0000001_05249_d_0000009.jpg,939.512,94.410774,969.54846,127.8081,0.2956005,3
0000001_05249_d_0000009.jpg,1075.75,277.8002,1093.9258,311.23416,0.28697646,0
0000001_05249_d_0000009.jpg,773.60364,62.25141,811.0423,99.98246,0.28623626,3
0000001_05249_d_0000009.jpg,787.57635,100.06678,831.0096,144.21185,0.2769076,4
0000001_05249_d_0000009.jpg,530.82294,737.2518,583.1092,781.1346,0.2764106,9
0000001_05249_d_0000009.jpg,584.52686,266.57745,614.87476,311.0161,0.27222952,3
0000001_05249_d_0000009.jpg,824.96313,85.339035,866.84564,116.71132,0.27050298,3
0000001_05249_d_0000009.jpg,720.2268,383.18332,787.21686,426.01917,0.26877156,3
0000001_05249_d_0000009.jpg,1162.1726,285.64908,1178.1163,321.98044,0.268707,0
0000001_05249_d_0000009.jpg,444.97977,239.76831,494.57352,288.38553,0.2651633,3
0000001_05249_d_0000009.jpg,994.97,815.6189,1092.9747,880.79565,0.26074684,6
0000001_05249_d_0000009.jpg,187.73602,240.14342,220.58522,267.7401,0.2603766,9
0000001_05249_d_0000009.jpg,666.8406,46.709595,710.6644,79.11831,0.25715896,3
0000001_05249_d_0000009.jpg,5.4707475,431.35635,42.843414,462.98688,0.25620914,9
0000001_05249_d_0000009.jpg,540.56824,142.36478,575.4488,174.25165,0.252602,3
0000001_05249_d_0000009.jpg,460.20148,115.650246,483.90735,138.58377,0.25256294,9
0000001_05249_d_0000009.jpg,1003.48663,980.46106,1030.7037,1030.0159,0.2516044,1
0000001_05249_d_0000009.jpg,1426.1362,1037.8895,1466.1932,1079.0397,0.25003925,9
0000001_05249_d_0000009.jpg,569.98425,129.3587,608.2148,162.47421,0.25003102,3
0000001_05499_d_0000010.jpg,605.4624,442.90073,708.57104,513.1644,0.9260489,3
0000001_05499_d_0000010.jpg,1289.9226,658.2497,1366.877,742.7243,0.91617787,3
0000001_05499_d_0000010.jpg,1419.8683,713.0868,1502.0782,811.4631,0.91562235,3
0000001_05499_d_0000010.jpg,717.88464,711.92535,839.30145,828.83307,0.9119707,3
0000001_05499_d_0000010.jpg,716.71326,471.31064,820.5385,551.3846,0.9049057,3
0000001_05499_d_0000010.jpg,1088.8802,617.6549,1183.2588,712.1769,0.9032414,3
0000001_05499_d_0000010.jpg,1357.075,685.4622,1429.1248,780.4462,0.902711,3
0000001_05499_d_0000010.jpg,796.9843,745.2081,910.9476,866.73834,0.89952785,3
0000001_05499_d_0000010.jpg,415.3262,582.4078,529.624,678.17896,0.89858794,3
0000001_05499_d_0000010.jpg,925.9439,785.9737,1036.6556,908.0157,0.8983251,3
0000001_05499_d_0000010.jpg,881.56476,532.0664,971.48303,602.3316,0.8981954,3
0000001_05499_d_0000010.jpg,1196.0581,636.14233,1288.2085,723.40735,0.8889976,3
0000001_05499_d_0000010.jpg,1001.9233,809.9825,1122.7603,948.67975,0.8872355,3
0000001_05499_d_0000010.jpg,965.3988,409.47708,1046.2458,463.93045,0.88473845,3
0000001_05499_d_0000010.jpg,1236.8304,496.2554,1308.1317,564.7701,0.88393664,3
0000001_05499_d_0000010.jpg,1432.1555,467.34018,1505.478,538.45715,0.8832488,3
0000001_05499_d_0000010.jpg,512.416,734.61066,626.91797,835.93555,0.8805758,3
0000001_05499_d_0000010.jpg,821.25824,505.48602,915.9194,576.1372,0.879258,3
0000001_05499_d_0000010.jpg,1616.237,386.89056,1672.4689,441.57062,0.87823904,3
0000001_05499_d_0000010.jpg,1188.6064,803.67413,1332.8613,899.36005,0.8781842,3
0000001_05499_d_0000010.jpg,668.0558,665.6732,779.3552,776.09784,0.8772067,3
0000001_05499_d_0000010.jpg,947.782,569.4737,1030.8204,654.7521,0.8765846,3
0000001_05499_d_0000010.jpg,355.3864,698.68567,480.14548,790.19855,0.87350005,3
0000001_05499_d_0000010.jpg,1021.78906,588.0233,1115.7627,680.4293,0.8727964,3
0000001_05499_d_0000010.jpg,791.39014,355.68063,863.6291,420.6923,0.8708821,3
0000001_05499_d_0000010.jpg,633.94366,822.45734,758.3558,952.38434,0.8706695,3
0000001_05499_d_0000010.jpg,1043.8916,425.54556,1127.403,496.81137,0.8679788,3
0000001_05499_d_0000010.jpg,1368.5336,440.78366,1437.5306,517.7053,0.8634995,3
0000001_05499_d_0000010.jpg,1171.4878,478.09103,1253.6873,544.4883,0.85809106,3
0000001_05499_d_0000010.jpg,573.3709,795.8019,676.5501,903.1087,0.8578428,3
0000001_05499_d_0000010.jpg,544.9718,628.8508,675.8751,721.9478,0.85757744,3
0000001_05499_d_0000010.jpg,1386.2385,319.96445,1444.6875,381.90463,0.85269475,3
0000001_05499_d_0000010.jpg,610.9059,637.0049,718.5652,737.10205,0.8518565,3
0000001_05499_d_0000010.jpg,1058.4335,356.657,1130.5404,419.61368,0.84851074,3
0000001_05499_d_0000010.jpg,480.68307,608.1558,602.7435,702.76056,0.84281045,3
0000001_05499_d_0000010.jpg,221.46773,619.51355,376.48242,732.06366,0.8426994,3
0000001_05499_d_0000010.jpg,831.98816,371.74866,908.9834,440.97247,0.842131,3
